userid,date,Age,Gender,Marital,STATE,Education,Income
70122332,202102,33,2,1,PA,College,Over 100k
70122333,202102,49,2,1,CA,College,Over 100k
70122338,202102,33,2,2,NJ,College,50k to 100k
70122342,202102,87,1,2,FL,Some College,Under 50k
70122343,202102,27,1,2,CA,High School,Under 50k
70122344,202102,74,1,2,IN,High School,Under 50k
70122347,202102,33,1,1,LA,College,Over 100k
70122353,202102,39,2,1,VT,College,Over 100k
70122356,202102,64,1,1,CA,High School,Over 100k
70122357,202102,27,2,1,NY,College,Over 100k
70122367,202102,44,1,2,MI,High School,Under 50k
70122371,202103,71,2,1,FL,High School,50k to 100k
70122375,202102,36,1,1,NY,College,Over 100k
70122380,202102,26,1,1,CA,Some College,50k to 100k
70122382,202102,55,2,1,IL,College,50k to 100k
70122383,202102,58,2,1,KS,College,Over 100k
70122384,202102,46,2,2,NY,High School,Under 50k
70122386,202102,61,2,1,OK,High School,50k to 100k
70122389,202102,73,1,1,FL,Some College,Under 50k
70122394,202102,33,1,1,OH,College,Under 50k
70122396,202102,74,2,2,MI,College,Over 100k
70122397,202102,50,2,1,UT,College,Over 100k
70122402,202102,21,1,2,CA,Some College,Under 50k
70122410,202102,32,2,2,OH,College,Under 50k
70122412,202102,36,1,2,CO,Some College,50k to 100k
70122413,202102,75,2,2,FL,College,50k to 100k
70122422,202103,63,2,1,WI,College,50k to 100k
70122423,202102,70,2,1,AR,College,50k to 100k
70122429,202102,56,1,2,GA,High School,Under 50k
70122432,202102,72,1,1,MI,Some College,50k to 100k
70122433,202102,68,2,2,MD,High School,Under 50k
70122439,202102,52,1,2,TX,Some College,50k to 100k
70122442,202103,72,2,2,MN,College,Under 50k
70122448,202103,37,2,1,KS,College,Over 100k
70122452,202102,62,1,2,IA,Some College,Under 50k
70122459,202102,72,2,2,PA,Some College,Under 50k
70122460,202102,72,1,1,MN,Some College,50k to 100k
70122461,202102,39,1,1,GA,College,Under 50k
70122464,202102,28,1,1,WA,College,Over 100k
70122468,202102,71,2,1,CA,College,50k to 100k
70122481,202102,51,1,1,TN,College,Over 100k
70122482,202102,34,1,1,NY,College,Over 100k
70122485,202102,60,1,1,MS,College,Under 50k
70122489,202102,76,2,2,NH,Some College,Under 50k
70122498,202102,29,1,1,TX,High School,Under 50k
70122501,202106,31,2,1,TN,College,Over 100k
70122507,202102,20,2,2,CA,Some College,Under 50k
70122509,202103,36,1,1,UT,College,50k to 100k
70122511,202103,65,2,1,OH,College,50k to 100k
70122513,202102,36,1,1,ID,College,50k to 100k
70122516,202102,32,2,1,WI,Some College,Under 50k
70122517,202102,35,1,2,CT,College,Under 50k
70122524,202102,60,2,1,CA,Some College,Over 100k
70122527,202102,47,1,2,IL,High School,50k to 100k
70122529,202102,45,2,1,HI,College,Over 100k
70122539,202102,81,2,1,CA,High School,Under 50k
70122543,202102,27,1,1,TX,College,Over 100k
70122545,202102,37,1,1,GA,Some College,50k to 100k
70122546,202102,35,1,1,TN,College,50k to 100k
70122549,202102,21,1,2,MO,Some College,Under 50k
70122551,202102,94,1,2,FL,High School,50k to 100k
70122560,202103,24,1,2,MS,High School,Under 50k
70122567,202102,32,2,1,MA,College,Over 100k
70122571,202106,35,2,1,PA,College,Over 100k
70122574,202102,42,1,1,IL,Some College,50k to 100k
70122575,202102,53,1,1,GA,High School,50k to 100k
70122577,202102,65,1,2,LA,College,Under 50k
70122580,202102,60,1,1,LA,College,Over 100k
70122584,202102,36,1,2,MI,High School,Under 50k
70122586,202103,35,2,1,WA,College,Over 100k
70122590,202102,43,2,2,WA,College,Over 100k
70122593,202102,57,1,1,CO,Some College,50k to 100k
70122598,202102,65,1,1,IN,College,50k to 100k
70122608,202102,49,1,2,FL,Some College,Under 50k
70122610,202102,76,2,1,SC,College,Over 100k
70122612,202102,46,1,2,FL,Some College,50k to 100k
70122615,202102,62,1,1,IN,Some College,Under 50k
70122616,202102,32,1,2,NC,Some College,Under 50k
70122620,202102,74,2,1,TX,College,50k to 100k
70122621,202103,38,1,2,TX,College,Over 100k
70122622,202102,50,1,1,TX,College,Over 100k
70122627,202102,65,1,1,GA,College,50k to 100k
70122632,202102,70,1,2,IA,College,Under 50k
70122634,202102,42,2,2,FL,College,50k to 100k
70122640,202103,44,2,2,IN,High School,50k to 100k
70122642,202102,38,2,1,PA,College,Over 100k
70122644,202102,52,2,1,NY,College,Over 100k
70122656,202102,52,1,1,AL,College,Over 100k
70122660,202102,55,2,2,NC,College,50k to 100k
70122662,202102,78,2,1,CA,College,Over 100k
70122673,202102,27,1,2,TN,College,50k to 100k
70122674,202102,32,2,1,TX,High School,50k to 100k
70122676,202102,36,1,2,MN,Some College,Under 50k
70122677,202103,64,2,1,KY,College,Over 100k
70122683,202102,80,1,1,LA,Some College,50k to 100k
70122690,202103,62,2,1,AL,College,50k to 100k
70122691,202102,40,2,1,PA,Some College,50k to 100k
70122699,202102,27,1,2,WI,College,Over 100k
70122704,202103,69,2,2,AZ,Some College,Under 50k
70122705,202102,31,2,1,IL,College,Over 100k
70122706,202106,33,2,1,OH,College,Over 100k
70122707,202102,41,2,2,OH,Some College,Under 50k
70122708,202102,31,2,1,NE,College,Over 100k
70122709,202102,42,1,1,PA,College,Over 100k
70122710,202106,35,1,1,NY,College,Over 100k
70122716,202103,71,2,2,PA,College,Under 50k
70122717,202102,37,1,1,VA,College,50k to 100k
70122721,202102,35,2,2,WV,Some College,Under 50k
70122724,202102,61,1,2,GA,College,50k to 100k
70122727,202102,42,1,1,CA,College,Over 100k
70122728,202102,39,1,2,LA,College,50k to 100k
70122734,202102,47,1,2,CA,College,Under 50k
70122741,202102,28,1,1,CA,College,Over 100k
70122743,202102,59,2,2,OR,College,50k to 100k
70122748,202102,64,1,2,NC,Some College,Under 50k
70122750,202103,49,2,2,CA,College,Over 100k
70122751,202102,40,2,2,ME,High School,50k to 100k
70122752,202102,48,2,1,IL,College,Over 100k
70122762,202102,37,2,1,WA,College,50k to 100k
70122766,202102,41,1,1,IL,College,50k to 100k
70122772,202103,84,2,1,CA,Some College,Over 100k
70122777,202102,45,2,2,MS,College,Under 50k
70122781,202102,54,2,1,IL,High School,50k to 100k
70122782,202102,35,1,1,FL,College,50k to 100k
70122783,202102,43,2,1,TX,College,50k to 100k
70122793,202102,59,2,1,PA,College,Over 100k
70122795,202102,47,1,1,NY,Some College,Over 100k
70122803,202102,55,1,2,MI,College,Over 100k
70122805,202102,57,1,1,PA,High School,50k to 100k
70122806,202103,65,2,1,WA,College,50k to 100k
70122843,202102,34,2,1,AZ,College,50k to 100k
70122859,202102,27,2,2,DE,College,50k to 100k
70122860,202102,30,2,1,OR,College,Over 100k
70122864,202102,29,1,1,MS,College,Under 50k
70122892,202102,27,2,1,VA,College,50k to 100k
70122894,202102,56,1,2,PA,High School,Under 50k
70122898,202102,53,1,1,CA,High School,Under 50k
70122909,202102,65,1,2,CA,High School,Under 50k
70122913,202102,34,1,1,TX,High School,Under 50k
70122924,202102,43,2,2,TN,College,50k to 100k
70122939,202102,38,2,2,CA,College,Over 100k
70122979,202102,50,1,2,NJ,Some College,Under 50k
70122994,202102,39,1,2,PA,College,Under 50k
70123004,202103,66,2,2,NC,High School,Under 50k
70123005,202103,44,1,1,FL,College,Over 100k
70123008,202103,54,1,1,IN,Some College,50k to 100k
70123011,202104,74,1,2,MN,College,Under 50k
70123026,202103,49,1,2,FL,College,50k to 100k
70123028,202103,37,1,2,CA,College,Over 100k
70123031,202103,39,1,1,MO,Some College,Under 50k
70123032,202106,30,2,2,IL,College,50k to 100k
70123034,202103,73,1,2,OR,High School,Over 100k
70123036,202103,27,1,1,IN,College,50k to 100k
70123046,202103,34,2,1,NY,College,Over 100k
70123047,202103,63,2,1,NJ,College,Over 100k
70123051,202103,76,2,1,WA,Some College,50k to 100k
70123057,202103,41,2,1,MN,College,Over 100k
70123066,202103,40,2,1,CA,College,50k to 100k
70123069,202103,32,1,1,NE,Some College,Under 50k
70123072,202103,52,2,1,CA,College,Over 100k
70123073,202103,72,1,2,LA,High School,Under 50k
70123080,202103,48,2,1,MI,College,50k to 100k
70123082,202103,66,2,2,WI,Some College,Under 50k
70123083,202103,71,2,1,WI,College,50k to 100k
70123087,202103,58,1,1,FL,Some College,50k to 100k
70123092,202104,59,2,1,OK,Some College,50k to 100k
70123096,202103,76,2,2,MS,Some College,Under 50k
70123097,202106,67,2,1,NY,College,Over 100k
70123099,202104,44,1,1,VA,College,Over 100k
70123100,202103,53,2,1,LA,Some College,Under 50k
70123101,202103,73,2,1,PA,College,Over 100k
70123111,202103,57,2,1,CT,College,Over 100k
70123114,202104,53,2,2,SC,College,50k to 100k
70123115,202103,40,2,1,AK,College,Over 100k
70123120,202104,78,1,2,OR,High School,Under 50k
70123121,202103,41,2,1,MN,College,Over 100k
70123128,202104,36,1,1,CA,College,Over 100k
70123132,202103,77,2,1,CT,Some College,Under 50k
70123137,202103,66,1,1,IN,High School,50k to 100k
70123142,202103,52,2,2,CO,College,50k to 100k
70123143,202104,34,2,1,PA,College,Over 100k
70123144,202104,62,2,1,LA,Some College,Over 100k
70123147,202103,34,2,1,TX,College,Over 100k
70123148,202104,45,1,1,CA,High School,50k to 100k
70123152,202106,45,2,2,FL,College,50k to 100k
70123154,202106,39,1,1,IN,College,Over 100k
70123157,202103,38,1,1,NH,College,Over 100k
70123159,202103,47,2,1,CT,College,Over 100k
70123160,202103,69,2,2,TX,College,Under 50k
70123162,202103,35,2,1,OK,College,50k to 100k
70123164,202103,52,2,1,FL,High School,Under 50k
70123165,202104,79,2,1,FL,Some College,50k to 100k
70123166,202103,29,1,1,IL,College,Over 100k
70123167,202103,72,1,2,CA,College,Over 100k
70123171,202103,28,1,1,TX,College,50k to 100k
70123174,202103,48,1,1,WI,College,Over 100k
70123182,202104,49,2,1,FL,Some College,Over 100k
70123186,202103,32,1,1,DC,College,Over 100k
70123193,202103,66,1,1,GA,Some College,Under 50k
70123196,202104,60,1,2,MI,College,50k to 100k
70123206,202103,65,2,1,GA,High School,50k to 100k
70123210,202103,58,2,1,CA,College,Over 100k
70123212,202104,43,2,1,FL,College,Over 100k
70123215,202103,38,1,1,CA,College,Over 100k
70123221,202103,35,2,1,PA,College,Over 100k
70123222,202103,40,2,1,TX,Some College,Over 100k
70123223,202103,52,1,2,OH,College,Under 50k
70123236,202103,59,2,1,TN,College,Over 100k
70123237,202103,42,2,1,AK,College,Over 100k
70123246,202103,37,2,2,CA,College,50k to 100k
70123249,202103,43,2,1,TN,Some College,Over 100k
70123251,202103,71,1,2,ID,College,Under 50k
70123260,202103,72,1,2,LA,Some College,Under 50k
70123269,202103,58,2,2,NY,Some College,Under 50k
70123287,202106,52,2,2,NJ,High School,Over 100k
70123291,202104,65,2,2,KS,College,50k to 100k
70123298,202103,70,1,2,MI,College,50k to 100k
70123300,202103,42,2,1,MD,College,Over 100k
70123301,202103,85,2,1,AZ,College,50k to 100k
70123302,202103,33,1,1,WA,Some College,50k to 100k
70123303,202103,55,1,2,GA,Some College,Under 50k
70123307,202103,83,1,2,CA,College,Under 50k
70123311,202103,54,2,1,CT,College,50k to 100k
70123315,202103,65,2,1,FL,College,Over 100k
70123317,202103,35,1,1,NC,College,Over 100k
70123318,202103,46,1,1,NV,High School,50k to 100k
70123320,202103,52,1,2,PA,College,50k to 100k
70123322,202103,31,2,2,FL,High School,Under 50k
70123338,202103,51,2,1,PA,College,Over 100k
70123355,202103,51,2,1,TX,Some College,Under 50k
70123357,202103,44,2,1,NC,College,Over 100k
70123364,202103,28,1,2,GA,High School,Under 50k
70123367,202103,74,2,2,WA,Some College,50k to 100k
70123369,202103,46,1,2,GA,College,50k to 100k
70123370,202103,26,2,1,SD,Some College,50k to 100k
70123373,202104,73,2,1,NE,College,Over 100k
70123376,202103,41,2,2,MN,College,Under 50k
70123377,202103,28,2,2,WI,College,Under 50k
70123385,202103,49,2,1,IL,Some College,Over 100k
70123386,202103,70,2,1,NC,College,50k to 100k
70123387,202103,37,1,1,MI,Some College,50k to 100k
70123390,202103,32,1,1,LA,College,50k to 100k
70123396,202103,59,1,2,FL,College,50k to 100k
70123397,202103,39,2,1,OR,College,Over 100k
70123403,202103,30,1,1,MN,College,Over 100k
70123410,202104,75,1,2,ID,Some College,Under 50k
70123412,202103,44,1,2,IL,College,50k to 100k
70123413,202103,70,2,2,NE,College,Over 100k
70123414,202103,58,1,1,SC,College,50k to 100k
70123422,202103,33,2,1,OH,Some College,Under 50k
70123423,202103,47,1,1,IN,Some College,Over 100k
70123426,202103,28,1,1,LA,High School,Under 50k
70123430,202103,61,1,1,CT,College,Over 100k
70123442,202103,29,2,2,OR,College,50k to 100k
70123444,202103,37,1,1,KS,High School,Under 50k
70123446,202103,75,1,1,VA,College,Over 100k
70123448,202103,59,1,1,CA,Some College,50k to 100k
70123450,202103,43,2,1,CA,College,Over 100k
70123454,202103,48,1,2,VA,Some College,Under 50k
70123457,202103,32,1,1,OK,Some College,Under 50k
70123459,202103,53,1,1,NY,High School,Under 50k
70123462,202103,34,2,1,UT,Some College,Over 100k
70123466,202103,40,1,2,SC,College,50k to 100k
70123467,202103,29,2,1,OH,College,Over 100k
70123471,202103,57,2,2,CO,College,Under 50k
70123472,202103,55,2,1,WA,High School,Under 50k
70123479,202103,43,2,1,ID,College,Over 100k
70123485,202104,90,1,2,NJ,College,50k to 100k
70123486,202103,35,2,1,CA,College,Under 50k
70123501,202103,59,1,2,PA,High School,Under 50k
70123508,202103,52,2,1,AL,College,Over 100k
70123510,202103,30,2,2,WA,College,Over 100k
70123520,202103,38,1,1,CA,College,Over 100k
70123522,202103,25,2,1,AR,College,Under 50k
70123525,202106,59,2,2,OH,High School,Under 50k
70123534,202103,55,2,1,SC,High School,Under 50k
70123537,202103,29,1,1,LA,College,Under 50k
70123545,202103,27,2,2,MD,College,Under 50k
70123546,202106,55,1,1,MO,Some College,50k to 100k
70123551,202106,25,1,2,PA,College,Under 50k
70123553,202103,66,2,2,MO,College,Under 50k
70123576,202103,69,1,2,IL,College,Under 50k
70123583,202103,41,2,2,SD,College,Under 50k
70123596,202106,33,1,1,OR,High School,Under 50k
70123608,202103,26,2,2,NY,College,Over 100k
70123633,202103,60,2,1,TX,Some College,50k to 100k
70123634,202106,38,1,2,MA,College,Under 50k
70123644,202103,39,2,1,TN,College,Under 50k
70123645,202103,61,2,2,CA,High School,Under 50k
70123649,202103,32,1,2,KS,College,50k to 100k
70123655,202106,27,1,1,IL,College,Over 100k
70123657,202103,32,2,1,GA,Some College,Under 50k
70123664,202103,50,1,2,OK,Some College,Under 50k
70123667,202106,53,1,1,TN,College,50k to 100k
70123678,202103,53,2,1,TX,Some College,Over 100k
70123679,202103,68,2,2,CO,College,Under 50k
70123683,202103,27,1,1,MA,College,50k to 100k
70123691,202103,31,1,2,WA,High School,Under 50k
70123702,202103,24,1,1,CO,College,50k to 100k
70123716,202103,74,1,2,PA,College,50k to 100k
70123736,202103,75,1,2,CA,High School,Under 50k
70123738,202103,41,2,1,MI,Some College,Over 100k
70123750,202106,29,1,1,OR,College,Under 50k
70124142,202105,61,1,1,OH,Some College,50k to 100k
70124144,202105,57,1,2,WI,College,Over 100k
70124150,202104,39,2,1,VA,College,Over 100k
70124151,202105,77,2,1,VA,Some College,Under 50k
70124155,202104,67,2,2,CO,Some College,Under 50k
70124165,202104,50,1,1,NY,High School,Under 50k
70124172,202104,26,2,1,MS,College,50k to 100k
70124183,202106,61,1,1,MD,College,50k to 100k
70124188,202106,61,2,1,NY,High School,Over 100k
70124193,202104,60,2,2,MA,College,Over 100k
70124194,202104,27,1,1,MI,College,Over 100k
70124195,202106,51,1,1,NC,College,Over 100k
70124208,202104,47,2,1,TX,Some College,50k to 100k
70124213,202105,62,1,1,PA,College,Over 100k
70124214,202105,79,1,2,OH,High School,Under 50k
70124215,202106,45,1,1,IN,College,Over 100k
70124218,202105,60,2,1,WA,Some College,Over 100k
70124220,202105,33,1,1,GA,Some College,50k to 100k
70124222,202104,34,1,2,OH,College,Under 50k
70124223,202104,29,2,2,PA,College,50k to 100k
70124224,202104,29,2,1,MO,College,Over 100k
70124228,202105,56,2,2,IN,High School,Under 50k
70124231,202106,59,2,1,NJ,College,50k to 100k
70124238,202104,45,1,2,SC,High School,Under 50k
70124241,202104,53,1,2,GA,Some College,Under 50k
70124243,202104,44,2,1,NJ,High School,50k to 100k
70124244,202104,30,1,1,VA,College,Over 100k
70124246,202104,31,1,2,FL,College,50k to 100k
70124251,202104,25,1,1,AR,Some College,Over 100k
70124253,202104,50,2,2,IN,College,50k to 100k
70124254,202104,73,1,1,WA,High School,Over 100k
70124259,202104,41,2,2,OK,Some College,50k to 100k
70124261,202105,30,1,1,MI,College,Over 100k
70124265,202104,43,1,1,CT,College,Over 100k
70124269,202105,37,1,2,MO,High School,Over 100k
70124277,202104,22,2,2,TX,College,50k to 100k
70124281,202104,67,2,2,PA,Some College,Under 50k
70124297,202104,47,2,2,MO,Some College,50k to 100k
70124298,202104,34,1,1,IL,College,50k to 100k
70124301,202105,43,2,1,SC,College,Over 100k
70124303,202106,70,1,2,FL,College,Under 50k
70124310,202104,25,1,1,IA,College,Under 50k
70124312,202105,53,1,2,NJ,College,Over 100k
70124313,202106,83,1,2,TN,Some College,Under 50k
70124318,202104,72,2,1,ND,College,Under 50k
70124319,202105,48,2,1,CA,College,Over 100k
70124320,202104,33,1,1,MO,College,Over 100k
70124327,202104,49,2,1,TX,College,50k to 100k
70124329,202104,41,1,1,UT,College,Over 100k
70124334,202104,66,1,1,TX,Some College,50k to 100k
70124342,202104,55,2,2,VT,College,50k to 100k
70124344,202104,75,2,1,SC,Some College,Under 50k
70124350,202104,69,1,1,NJ,Some College,Over 100k
70124367,202104,48,2,1,IL,College,Over 100k
70124370,202106,54,1,1,WI,College,Over 100k
70124374,202104,46,2,2,DE,College,50k to 100k
70124380,202104,55,2,2,TX,College,Under 50k
70124384,202104,66,1,1,TX,College,50k to 100k
70124387,202104,76,2,1,IA,Some College,50k to 100k
70124388,202104,70,1,1,TN,High School,Under 50k
70124395,202106,58,1,2,NC,Some College,50k to 100k
70124398,202106,65,2,2,FL,College,50k to 100k
70124403,202104,64,1,1,FL,College,Under 50k
70124409,202105,44,2,1,IL,Some College,Over 100k
70124411,202105,71,1,2,NC,College,Under 50k
70124417,202104,42,1,2,IL,Some College,Under 50k
70124420,202105,53,1,2,WV,College,Under 50k
70124424,202104,42,2,1,CA,College,50k to 100k
70124429,202105,79,2,2,AZ,College,50k to 100k
70124430,202104,53,2,1,IN,College,50k to 100k
70124435,202104,25,2,2,KY,College,50k to 100k
70124441,202104,44,2,2,VT,High School,Under 50k
70124442,202106,60,2,1,MA,College,Over 100k
70124445,202105,40,1,1,TX,College,Over 100k
70124446,202104,29,1,1,UT,Some College,50k to 100k
70124455,202105,48,1,1,DC,College,Over 100k
70124457,202104,46,1,2,NM,High School,Under 50k
70124458,202104,45,2,1,OR,High School,Over 100k
70124466,202104,56,1,1,IL,College,Over 100k
70124481,202105,67,2,1,FL,College,50k to 100k
70124483,202104,26,1,1,TX,College,Over 100k
70124485,202104,65,1,1,NJ,College,50k to 100k
70124491,202104,36,2,1,NY,College,Over 100k
70124497,202106,34,1,1,MO,College,Over 100k
70124504,202104,63,2,1,NC,College,Over 100k
70124506,202105,62,2,1,GA,College,Over 100k
70124515,202104,58,2,2,MO,High School,Under 50k
